category_code,status,founded_at,first_investment_at,last_investment_at,investment_rounds,first_funding_at,last_funding_at,funding_rounds,funding_total_usd,first_milestone_at,last_milestone_at,milestones,relationships,lat,lng,country_CAN,country_DEU,country_ESP,country_FRA,country_GBR,country_IND,country_IRL,country_ISR,country_SWE,country_USA,country_other,isClosed,active_days,Operating_Status
ecommerce,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,1226200.0,2011.0,2011.0,1.0,1.0,48.856614,2.3522219,False,False,False,True,False,False,False,False,False,False,False,1,3650,Operating
analytics,operating,2010,,,15.679245283018869,2011.0,2011.0,1.0,574392.0,2013.0,2013.0,1.0,2.0,45.5016889,-73.567256,True,False,False,False,False,False,False,False,False,False,False,1,4015,Operating
other,operating,1999,,,15.679245283018869,2007.0,2007.0,1.0,3200000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,32.660225,35.104606,False,False,False,False,False,False,False,True,False,False,False,1,8030,Operating
advertising,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,600000.0,2013.0,2013.0,1.0,6.0,32.0852999,34.7817676,False,False,False,False,False,False,False,True,False,False,False,1,3285,Operating
games_video,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,3000000.0,2013.0,2013.0,1.0,6.0,34.0522342,-118.2436849,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
education,operating,2010,,,15.679245283018869,2012.0,2012.0,1.0,2000000.0,2011.0,2011.0,1.0,10.0,40.6460622,-111.4979729,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
enterprise,operating,2002,,,15.679245283018869,2010.6544037199126,2011.108725382932,1.0,1100000.0,2005.0,2005.0,1.0,1.0,-37.8136276,144.9630576,False,False,False,False,False,False,False,False,False,False,True,1,6935,Operating
network_hosting,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1200000.0,2013.0,2013.0,1.0,3.0,39.9525839,-75.1652215,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
web,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2700000.0,2013.0,2014.0,3.0,6.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
ecommerce,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,650000.0,2013.0,2013.0,2.0,6.0,-23.5505199,-46.6333094,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
software,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,725000.0,1999.0,1999.0,1.0,4.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
ecommerce,operating,2012,,,15.679245283018869,2013.0,2013.0,2.0,1012326.0,2012.0,2012.0,1.0,3.0,40.6308775,-4.0055605,False,False,True,False,False,False,False,False,False,False,False,1,3285,Operating
medical,operating,2010,,,15.679245283018869,2012.0,2013.0,2.0,2825800.0,2013.0,2013.0,1.0,4.752173199934394,40.5852602,-105.084423,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
web,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2000000.0,2011.0,2012.0,2.0,3.0,51.253775,-85.323214,True,False,False,False,False,False,False,False,False,False,False,1,3285,Operating
nanotech,operating,2007,,,15.679245283018869,2012.0,2013.0,2.0,1702200.0,2009.0,2009.0,1.0,2.0,42.2528649,-73.790959,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
other,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,3000000.0,2013.0,2013.0,1.0,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2012,,,15.679245283018869,2002.0,2013.0,2.0,9400000.0,2013.0,2013.0,1.0,7.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
games_video,operating,2008,,,15.679245283018869,2013.0,2013.0,1.0,4300000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,5.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,610000.0,2012.0,2012.0,1.0,1.0,51.1078852,17.0385376,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
social,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1000000.0,2012.0,2012.0,1.0,4.0,40.6781784,-73.9441579,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
enterprise,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,5400000.0,2012.0,2012.0,1.0,7.0,12.9715987,77.5945627,False,False,False,False,False,True,False,False,False,False,False,1,3285,Operating
mobile,operating,2010,,,15.679245283018869,2012.0,2012.0,1.0,3000000.0,2011.0,2011.0,1.0,2.0,34.0753762,-84.2940899,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
social,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,750000.0,2012.0,2012.0,1.0,3.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
games_video,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,6000000.0,2012.0,2013.0,3.0,1.0,37.3541079,-121.9552356,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
ecommerce,operating,2012,,,15.679245283018869,2011.0,2013.0,2.0,1750000.0,2012.0,2013.0,2.0,6.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
analytics,operating,2010,,,15.679245283018869,2010.0,2012.0,2.0,6065500.0,2010.0,2010.0,1.0,1.0,39.0825197,-94.5823061,False,False,False,False,False,False,False,False,False,False,True,1,4015,Operating
medical,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,2550000.0,2012.0,2013.0,2.0,3.0,35.1495343,-90.0489801,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2006,,,15.679245283018869,2007.0,2007.0,1.0,3100000.0,2006.0,2006.0,1.0,2.0,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
medical,operating,2009,,,15.679245283018869,2012.0,2012.0,1.0,6100000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.4167754,-3.7037902,False,False,True,False,False,False,False,False,False,False,False,1,4380,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1050000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,41.8781136,-87.6297982,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
advertising,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2012.0,2013.0,2.0,2.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,10000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,6.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,850000.0,2012.0,2012.0,1.0,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
mobile,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,2098400.0,2012.0,2012.0,1.0,2.0,41.3850639,2.1734035,False,False,True,False,False,False,False,False,False,False,False,1,3650,Operating
software,operating,2008,,,15.679245283018869,2013.0,2013.0,1.0,7719600.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,48.856614,2.3522219,False,False,False,True,False,False,False,False,False,False,False,1,4745,Operating
analytics,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,2015000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,34.0194543,-118.4911912,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
enterprise,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2012.0,2013.0,2.0,2.0,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
web,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,720000.0,2011.0,2011.0,1.0,3.0,52.0406224,-0.7594171,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
software,operating,2011,,,15.679245283018869,2012.0,2012.0,2.0,6100000.0,2013.0,2013.0,2.0,6.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
legal,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,7800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1700000.0,2012.0,2012.0,1.0,5.0,47.6062095,-122.3320708,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
consulting,operating,2001,,,15.679245283018869,2009.0,2009.0,1.0,9000000.0,2007.0,2007.0,1.0,2.0,41.8781136,-87.6297982,False,False,False,False,False,False,False,False,False,True,False,1,7300,Operating
web,operating,2006,,,15.679245283018869,2007.0,2007.0,1.0,10000000.0,2007.0,2007.0,1.0,9.0,37.4418834,-122.1430195,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
sports,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,665600.0,2012.0,2012.0,1.0,3.0,46.0569465,14.5057515,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
cleantech,operating,1999,2007-02-15,2007-02-15,1.0,2011.0,2011.0,1.0,1355000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,43.0389025,-87.9064736,False,False,False,False,False,False,False,False,False,True,False,1,8030,Operating
mobile,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2012.0,2013.0,2.0,4.0,37.5629917,-122.3255254,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
consulting,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1200000.0,2012.0,2012.0,2.0,1.0,37.4529598,-122.1817252,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
ecommerce,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,6400000.0,2012.0,2012.0,1.0,2.0,37.4418834,-122.1430195,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,1650000.0,2012.0,2012.0,1.0,4.0,45.5230622,-122.6764815,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
network_hosting,operating,2009,,,15.679245283018869,2011.0,2011.0,1.0,8004420.0,2009.0,2009.0,1.0,1.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,4380,Operating
software,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,2000000.0,2013.0,2013.0,1.0,7.0,38.9338676,-77.1772604,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
web,operating,2011,,,15.679245283018869,2012.0,2013.0,2.0,6000000.0,2013.0,2013.0,2.0,5.0,37.5778696,-122.34809,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
web,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,1545000.0,2011.0,2011.0,1.0,3.0,33.7489954,-84.3879824,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
education,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,6400000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,37.4418834,-122.1430195,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
education,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2013.0,2013.0,1.0,6.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
analytics,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1574280.0,2013.0,2013.0,2.0,1.0,59.9138688,10.7522454,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
search,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,4000000.0,2013.0,2013.0,2.0,2.0,52.5200066,13.404954,False,True,False,False,False,False,False,False,False,False,False,1,3285,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2500000.0,2012.0,2012.0,1.0,2.0,17.4237016,78.4583888,False,False,False,False,False,True,False,False,False,False,False,1,3285,Operating
advertising,operating,2010,,,15.679245283018869,2010.0,2010.0,1.0,3000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,6.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
public_relations,operating,2007,,,15.679245283018869,2008.0,2008.0,1.0,1200000.0,2010.0,2013.0,2.0,4.0,47.6101497,-122.2015159,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
health,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,5000000.0,2013.0,2013.0,2.0,3.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
education,operating,2011,,,15.679245283018869,2012.0,2012.0,2.0,3210001.0,2012.0,2012.0,1.0,4.752173199934394,-22.9068467,-43.1728965,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
transportation,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,3500000.0,2013.0,2013.0,2.0,9.0,31.932111,34.801327,False,False,False,False,False,False,False,True,False,False,False,1,3650,Operating
web,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,730000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,22.276022,114.1751471,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
biotech,operating,2008,,,15.679245283018869,2012.0,2013.0,2.0,3439787.0,2009.0,2009.0,1.0,1.0,39.7392358,-104.990251,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
games_video,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,3300000.0,2011.0,2013.0,3.0,4.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
real_estate,operating,2007,,,15.679245283018869,2013.0,2013.0,1.0,7500000.0,2013.0,2013.0,1.0,6.0,12.9715987,77.5945627,False,False,False,False,False,True,False,False,False,False,False,1,5110,Operating
network_hosting,operating,2002,,,15.679245283018869,2006.0,2012.0,2.0,11000000.0,2005.0,2010.0,2.0,5.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,6935,Operating
advertising,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,900000.0,2013.0,2013.0,1.0,11.0,51.441642,5.4697225,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
games_video,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1000000.0,2012.0,2012.0,1.0,2.0,43.1828396,-3.9878427,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
advertising,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,700000.0,2012.0,2013.0,2.0,3.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
consulting,operating,2006,,,15.679245283018869,2006.0,2006.0,1.0,2300000.0,2006.0,2006.0,1.0,1.0,37.222969,-95.7055614,False,False,False,False,False,False,False,False,False,True,False,1,5475,Operating
advertising,operating,2007,,,15.679245283018869,2006.0,2009.0,2.0,10500000.0,2009.0,2013.0,4.0,17.0,47.6062095,-122.3320708,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
analytics,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,560000.0,2012.0,2012.0,1.0,3.0,1.352083,103.819836,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
fashion,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2012.0,2012.0,1.0,4.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
other,operating,2008,,,15.679245283018869,2010.0,2010.0,1.0,5100000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,44.8546856,-93.470786,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
web,operating,2011,,,15.679245283018869,2011.0,2011.0,1.0,725000.0,2011.0,2011.0,1.0,2.0,33.8622366,-118.3995194,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
ecommerce,operating,2008,,,15.679245283018869,2010.0,2010.0,1.0,1000000.0,2010.0,2010.0,3.0,6.0,47.6062095,-122.3320708,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
music,operating,2008,,,15.679245283018869,2011.0,2011.0,2.0,6000000.0,2011.0,2012.0,2.0,4.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
music,operating,2011,,,15.679245283018869,2012.0,2013.0,2.0,550000.0,2013.0,2013.0,1.0,3.0,38.6270025,-90.1994042,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
hospitality,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,3600000.0,2012.0,2013.0,2.0,4.0,44.8923859,-123.0363585,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
enterprise,operating,2010,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2013.0,2013.0,2.0,21.0,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
analytics,operating,2007,,,15.679245283018869,2007.0,2007.0,1.0,768000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,39.9829946,-104.8003438,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
web,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,1750000.0,2012.0,2012.0,1.0,3.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,3285,Operating
software,operating,2010,,,15.679245283018869,2012.0,2012.0,1.0,8100000.0,2010.0,2010.0,1.0,3.0,37.3541079,-121.9552356,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
mobile,operating,2011,,,15.679245283018869,2012.0,2013.0,2.0,3200000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,3.0,1.352083,103.819836,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
advertising,operating,2009,,,15.679245283018869,2012.0,2012.0,1.0,1293900.0,2012.0,2012.0,1.0,6.0,51.0543422,3.7174243,False,False,False,False,False,False,False,False,False,False,True,1,4380,Operating
education,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,2300000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,2.0,19.0759837,72.8776559,False,False,False,False,False,True,False,False,False,False,False,1,3285,Operating
fashion,operating,2011,,,15.679245283018869,2013.0,2013.0,2.0,5000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,3650,Operating
ecommerce,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1840000.0,2012.0,2012.0,1.0,3.0,33.6845673,-117.8265049,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
medical,operating,2004,,,15.679245283018869,2013.0,2013.0,1.0,10000000.0,2004.0,2004.0,1.0,4.0,50.927054,11.5892372,False,True,False,False,False,False,False,False,False,False,False,1,6205,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,929073.0,2013.0,2013.0,1.0,6.0,45.5230622,-122.6764815,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
mobile,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,2708825.0,2010.0,2010.0,1.0,2.0,43.1828396,-3.9878427,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
enterprise,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,2600000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,49.1805019,-2.103233,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
travel,operating,2007,,,15.679245283018869,2013.0,2013.0,1.0,5000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.0,12.9715987,77.5945627,False,False,False,False,False,True,False,False,False,False,False,1,5110,Operating
education,operating,2013,,,15.679245283018869,2013.0,2013.0,1.0,1800000.0,2013.0,2013.0,2.0,2.0,37.3860517,-122.0838511,False,False,False,False,False,False,False,False,False,True,False,1,2920,Operating
finance,operating,2011,,,15.679245283018869,2013.0,2013.0,2.0,2510000.0,2013.0,2013.0,2.0,2.0,33.7489954,-84.3879824,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
biotech,operating,2000,,,15.679245283018869,2013.0,2013.0,1.0,4011526.0,2013.0,2013.0,1.0,8.0,37.8735377,-122.4566392,False,False,False,False,False,False,False,False,False,True,False,1,7665,Operating
enterprise,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,6400000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,False,True,1,3285,Operating
music,operating,2002,,,15.679245283018869,2013.0,2013.0,1.0,3000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,46.7581417,-71.240463,True,False,False,False,False,False,False,False,False,False,False,1,6935,Operating
automotive,operating,2007,,,15.679245283018869,2013.0,2013.0,2.0,10000000.0,2013.0,2013.0,1.0,9.0,32.7764749,-79.9310512,False,False,False,False,False,False,False,False,False,True,False,1,5110,Operating
software,operating,2010,,,15.679245283018869,2012.0,2013.0,2.0,9264900.0,2002.0,2002.0,1.0,8.0,30.267153,-97.7430608,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2008,,,15.679245283018869,2011.0,2011.0,1.0,1450000.0,2008.0,2008.0,1.0,12.0,45.5230622,-122.6764815,False,False,False,False,False,False,False,False,False,True,False,1,4745,Operating
hardware,operating,2010,,,15.679245283018869,2010.0,2011.0,2.0,1836333.0,2011.0,2012.0,2.0,4.0,51.641856,-2.673804,False,False,False,False,True,False,False,False,False,False,False,1,4015,Operating
web,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2013.0,2013.0,1.0,2.0,25.7616798,-80.1917902,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
ecommerce,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,4541900.0,2013.0,2013.0,1.0,4.752173199934394,42.4334903,-71.4495058,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
messaging,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,525000.0,2012.0,2012.0,1.0,4.0,41.8239891,-71.4128343,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
enterprise,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,7000000.0,2013.0,2013.0,1.0,7.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
biotech,operating,1999,,,15.679245283018869,2013.0,2013.0,1.0,7000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,10.0,38.6270025,-90.1994042,False,False,False,False,False,False,False,False,False,True,False,1,8030,Operating
enterprise,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,3195000.0,2013.0,2013.0,2.0,19.0,47.6101497,-122.2015159,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
software,operating,2011,,,15.679245283018869,2012.0,2013.0,2.0,3765084.0,2013.0,2013.0,2.0,6.0,51.5073509,-0.1277583,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
security,operating,2012,,,15.679245283018869,2012.0,2012.0,1.0,1000000.0,2013.0,2013.0,1.0,6.0,35.4083372,-78.7394297,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
software,operating,2009,,,15.679245283018869,2013.0,2013.0,1.0,10000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,6.0,47.76095,-122.2055884,False,False,False,False,False,False,False,False,False,True,False,1,4380,Operating
software,operating,1997,,,15.679245283018869,2013.0,2013.0,1.0,600000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,26.7153424,-80.0533746,False,False,False,False,False,False,False,False,False,True,False,1,8760,Operating
security,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,1650000.0,2013.0,2013.0,2.0,5.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
hardware,operating,2005,,,15.679245283018869,2013.0,2013.0,1.0,3000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,36.7282054,-76.5835621,False,False,False,False,True,False,False,False,False,False,False,1,5840,Operating
web,operating,2010,,,15.679245283018869,2008.0,2008.0,2.0,8486594.0,2008.0,2008.0,2.0,5.0,45.4215296,-75.6971931,True,False,False,False,False,False,False,False,False,False,False,1,4015,Operating
mobile,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1500000.0,2012.0,2012.0,1.0,5.0,37.36883,-122.0363496,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
consulting,operating,1999,,,15.679245283018869,2004.0,2004.0,1.0,2500000.0,2010.0,2010.0,1.0,23.0,45.6126338,-73.8383733,True,False,False,False,False,False,False,False,False,False,False,1,8030,Operating
advertising,operating,2001,,,15.679245283018869,2008.0,2008.0,1.0,5000000.0,2000.0,2000.0,1.0,4.0,39.061251154663864,-64.43542384120448,False,False,False,False,False,False,False,False,False,True,False,1,7300,Operating
mobile,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,1000000.0,2012.0,2013.0,2.0,3.0,37.7749295,-122.4194155,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
analytics,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,3600000.0,2012.0,2012.0,1.0,4.0,30.267153,-97.7430608,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
enterprise,operating,2012,,,15.679245283018869,2012.0,2013.0,2.0,2750000.0,2013.0,2013.0,1.0,11.0,29.4241219,-98.4936282,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
ecommerce,operating,2011,,,15.679245283018869,2011.0,2013.0,2.0,1100000.0,2013.0,2013.0,1.0,4.752173199934394,41.0339862,-73.7629097,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
sports,operating,2010,,,15.679245283018869,2010.0,2012.0,2.0,3052000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,40.7127753,-74.0059728,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,2.0,718000.0,2012.0,2012.0,1.0,2.0,30.267153,-97.7430608,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
software,operating,2011,,,15.679245283018869,2013.0,2013.0,1.0,6000000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,37.3541079,-121.9552356,False,False,False,False,False,False,False,False,False,True,False,1,3650,Operating
cleantech,operating,2010,,,15.679245283018869,2013.0,2013.0,1.0,1075000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,4.752173199934394,33.6845673,-117.8265049,False,False,False,False,False,False,False,False,False,True,False,1,4015,Operating
software,operating,2008,,,15.679245283018869,2013.0,2013.0,1.0,7650000.0,2008.0,2008.0,1.0,8.0,43.8975446,-78.9429329,True,False,False,False,False,False,False,False,False,False,False,1,4745,Operating
web,operating,2011,,,15.679245283018869,2012.0,2012.0,1.0,800000.0,2010.465220643231,2011.1261530790327,1.5784093742208924,1.0,37.5407246,-77.4360481,False,False,False,False,True,False,False,False,False,False,False,1,3650,Operating
social,operating,2012,,,15.679245283018869,2012.0,2012.0,2.0,800000.0,2012.0,2012.0,1.0,9.0,33.6845673,-117.8265049,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
software,operating,2012,,,15.679245283018869,2013.0,2013.0,1.0,675000.0,2013.0,2013.0,1.0,7.0,39.7392358,-104.990251,False,False,False,False,False,False,False,False,False,True,False,1,3285,Operating
